Customer ID,Customer Name,Customer Balance,Invoice Total,Invoice applied amount,Invoice exchange rate,Payment Total,Payment applied amount,Payment exchange rate,Credit Total,Credit applied amount,Credit exchange rate,Adjustment Total,Adjustment applied amount,Adjustment exchange rate
CUST-0187,Customer 0187,-1302.83,1930.92,769.48,1.1273,2908.04,302.83,0.8091,1438.92,374.97,0.9496,1119.07,648.86,1.176
CUST-0188,Customer 0188,-2771.59,562.89,557.48,1.0337,3456.3,462.85,1.0122,525.08,170.61,0.9653,912.17,317.63,1.0007
CUST-0189,Customer 0189,1985.25,3759.27,515.81,0.9054,573.2,39.9,1.158,1245.75,203.0,1.0496,1131.33,275.03,0.8883
CUST-0190,Customer 0190,263.86,1386.06,905.85,1.1718,1153.27,568.84,1.029,1221.9,805.04,1.1207,988.64,216.82,0.9415
CUST-0191,Customer 0191,625.33,4690.38,2104.71,0.8461,780.12,63.01,1.0434,1679.58,884.52,1.0674,696.1,660.31,0.9633
CUST-0192,Customer 0192,866.79,1280.76,503.23,1.0255,107.42,77.74,1.0726,272.14,73.71,1.14,438.82,52.14,0.8469
CUST-0193,Customer 0193,-614.96,701.51,613.88,1.0884,2213.73,1222.77,0.849,389.68,215.83,0.8456,780.27,237.84,1.0643
CUST-0194,Customer 0194,-772.07,4172.45,4070.62,0.8235,2799.69,2340.22,1.07,971.94,478.88,1.1698,387.74,182.81,1.0369
CUST-0195,Customer 0195,-1285.98,851.09,742.88,1.0391,2591.51,725.09,1.1521,88.29,70.28,1.1616,730.01,0.33,1.0591
CUST-0196,Customer 0196,-16.61,978.41,188.15,1.1264,1552.21,805.82,1.1897,831.19,794.6,1.0077,219.2,201.87,1.0443
CUST-0197,Customer 0197,-780.01,3036.98,670.56,0.827,2220.04,260.81,0.9772,1576.44,205.99,1.0499,848.09,84.04,0.8067
CUST-0198,Customer 0198,1545.96,4385.35,2877.11,1.0049,376.4,332.97,0.9378,297.43,262.9,0.8851,367.93,251.1,0.8698
CUST-0199,Customer 0199,-2.71,1062.53,307.16,0.9034,617.21,108.01,1.1013,919.9,648.34,0.9792,440.41,276.96,0.8662
CUST-0200,Customer 0200,-3361.24,1620.59,1190.69,1.0652,3727.18,381.52,1.0171,1979.54,1370.94,0.8811,748.54,605.62,0.8392
CUST-0201,Customer 0201,-1168.89,3909.28,2214.3,0.8475,3046.03,624.59,0.9029,1011.84,378.73,0.8088,243.79,158.8,1.0942
CUST-0202,Customer 0202,1446.34,4861.95,2678.49,1.1748,3690.96,2975.77,0.8689,996.65,342.76,1.1924,1443.57,1110.66,0.8481
CUST-0203,Customer 0203,-2929.45,2553.63,2115.8,1.1579,3666.72,387.99,0.8681,1117.59,6.3,0.9037,670.42,282.41,1.0673
CUST-0204,Customer 0204,-552.88,805.1,572.05,0.8744,2597.57,1596.02,0.9837,372.01,365.39,1.0372,528.42,258.24,0.8714
CUST-0205,Customer 0205,-761.28,168.29,4.47,0.9293,3712.95,2770.53,0.868,294.33,178.51,0.9201,43.79,30.73,0.8473
CUST-0206,Customer 0206,574.86,1225.31,60.6,1.0351,1666.82,1251.92,0.8079,1354.71,545.04,0.9482,1264.88,718.99,0.865
CUST-0207,Customer 0207,427.26,745.93,448.72,1.0872,14.46,2.75,0.8208,791.53,430.41,0.9591,938.75,480.21,1.0034
CUST-0208,Customer 0208,1447.5,3420.53,1663.03,0.9771,250.28,15.42,1.172,579.81,23.5,0.934,624.61,128.39,1.0582
CUST-0209,Customer 0209,497.18,696.98,181.34,0.8625,437.95,196.55,0.8292,62.78,10.9,1.055,368.3,95.06,1.1248
CUST-0210,Customer 0210,866.31,2581.02,1080.56,0.8417,381.41,77.23,0.8293,1692.1,1054.79,1.1844,1117.71,400.7,0.8514
CUST-0211,Customer 0211,2042.28,3501.89,2654.12,1.1999,1406.81,983.74,0.9805,64.66,33.25,0.9715,1418.21,13.17,1.0465
CUST-0212,Customer 0212,-1216.04,2947.47,2436.41,0.9821,2805.08,1000.55,0.898,1499.97,1180.59,1.1893,571.21,238.4,1.1095
CUST-0213,Customer 0213,-1611.46,1078.9,605.5,1.149,3162.6,1421.13,1.1851,763.98,503.27,1.0671,202.31,0.56,0.925
CUST-0214,Customer 0214,-409.58,4040.21,1556.97,0.993,2360.85,267.92,1.1644,1197.38,720.15,1.0429,163.79,92.54,0.8319
CUST-0215,Customer 0215,2750.52,3605.49,975.99,1.1689,585.74,332.44,0.9619,495.36,403.85,0.8948,9.54,6.72,0.8624
CUST-0216,Customer 0216,-684.51,3721.02,1942.07,0.8351,2991.61,555.02,0.9795,310.8,21.22,0.8252,1115.93,627.32,0.8366
CUST-0217,Customer 0217,142.11,742.18,233.6,0.8456,1419.21,963.62,0.95,1066.78,737.02,1.1408,1472.09,1020.92,1.1549
CUST-0218,Customer 0218,1329.91,706.39,398.47,1.1719,51.97,3.7,0.8151,1391.24,995.56,1.0296,1489.23,0.02,0.9507
CUST-0219,Customer 0219,2588.98,4645.06,3143.09,1.179,1122.35,1095.3,0.9171,390.99,107.59,0.9658,1176.3,69.92,1.0093
CUST-0220,Customer 0220,708.5,2048.13,135.34,0.9259,1322.4,905.22,0.8491,872.72,170.75,1.1248,243.28,169.92,1.1075
CUST-0221,Customer 0221,355.14,1574.65,1.68,0.9421,1096.98,199.35,0.8409,889.31,190.18,0.9242,1466.56,1177.5,0.9486
CUST-0222,Customer 0222,-1590.77,2494.06,529.43,0.981,3247.48,45.77,1.0243,431.96,85.59,1.1134,491.72,352.91,1.0596
CUST-0223,Customer 0223,-1718.05,3348.03,2994.85,0.9665,3039.71,1016.67,0.8395,1130.1,591.93,0.9312,500.43,331.79,0.8307
CUST-0224,Customer 0224,-496.25,4782.55,3090.92,0.876,2782.21,425.16,0.8412,291.87,39.59,1.1684,1031.01,729.32,0.9924
CUST-0225,Customer 0225,1028.37,1503.59,258.56,1.1594,556.02,121.44,0.9922,1019.5,672.14,0.9072,73.57,54.41,0.8386
CUST-0226,Customer 0226,189.83,4631.56,4123.31,0.9013,3231.34,2820.15,0.9769,226.86,23.84,0.855,1238.65,897.25,0.8993
CUST-0227,Customer 0227,-1453.03,221.81,104.24,1.0821,2708.7,1633.9,0.8551,971.08,26.11,1.0792,1495.95,1104.02,0.9173
CUST-0228,Customer 0228,1510.47,2820.47,1342.8,0.8269,779.35,137.52,0.8018,623.2,198.98,0.8651,1162.6,86.06,1.087
CUST-0229,Customer 0229,-527.17,3206.48,2999.8,0.8155,2592.38,1443.07,0.8772,904.49,173.54,1.1797,1172.51,74.19,1.0696
CUST-0230,Customer 0230,-268.93,618.9,36.82,1.0615,1934.05,494.69,0.8944,867.5,857.66,1.0622,585.47,211.42,1.0988
CUST-0231,Customer 0231,-559.32,787.66,169.49,0.9356,1757.4,1715.58,1.1201,1815.87,550.2,0.8923,98.88,52.17,0.8247
CUST-0232,Customer 0232,106.25,2153.66,1261.55,1.0622,448.49,14.69,1.1662,979.87,217.59,0.8835,1189.0,906.75,1.1976
CUST-0233,Customer 0233,1675.55,4834.54,945.09,0.8376,2073.22,1518.26,0.9624,1637.0,322.11,1.1696,895.74,299.81,0.8218
CUST-0234,Customer 0234,2172.46,3020.61,2052.59,1.1799,399.73,308.99,0.962,451.3,168.72,1.0431,1364.01,375.26,1.1303
CUST-0235,Customer 0235,3091.99,4671.81,1000.2,1.0994,657.01,44.13,1.085,704.17,426.62,1.1575,173.94,135.93,1.0961
CUST-0236,Customer 0236,4055.71,4041.37,400.73,1.1505,530.19,91.12,1.0508,150.18,117.43,0.8441,457.68,114.12,1.0367
CUST-0237,Customer 0237,-964.31,2390.17,494.73,0.8546,3816.43,1466.68,0.8737,841.5,306.79,1.1702,540.98,444.06,0.9755
CUST-0238,Customer 0238,2413.02,3945.34,1667.83,0.9281,1139.46,989.23,0.8431,1337.4,837.17,1.008,1024.92,181.55,1.1029
CUST-0239,Customer 0239,-592.46,187.4,33.01,0.9473,1420.82,762.98,0.975,1676.33,808.09,1.0674,1181.62,424.76,1.0959
CUST-0240,Customer 0240,675.09,634.81,85.5,1.0149,1288.32,844.24,1.0259,1131.83,958.09,0.9492,1441.53,578.16,0.8549
CUST-0241,Customer 0241,-240.16,4164.2,3582.39,0.9187,3593.0,2813.37,0.8555,1280.15,728.46,0.8237,443.11,132.72,1.1171
CUST-0242,Customer 0242,2203.89,4004.4,1283.0,0.8243,2251.86,1864.82,0.9173,354.53,102.78,1.1832,740.45,2.49,0.8314
CUST-0243,Customer 0243,-1018.21,1239.94,447.32,0.9476,3676.64,1751.13,0.9224,74.41,52.35,1.1978,43.44,10.23,1.0002
CUST-0244,Customer 0244,1764.38,2700.77,149.27,0.9018,1199.7,610.4,0.9045,1583.38,1298.47,0.9458,379.48,128.13,1.058
CUST-0245,Customer 0245,1979.42,3069.48,1096.94,0.9544,459.34,329.81,0.9843,334.08,155.49,1.1775,561.01,175.95,1.1287
CUST-0246,Customer 0246,1258.61,4351.92,1152.42,0.8788,2224.87,585.9,1.0612,182.34,180.01,0.8671,890.71,699.7,0.9852
CUST-0247,Customer 0247,1281.45,3055.23,1865.17,0.9048,1382.15,1181.03,1.0038,1875.12,1648.41,0.8619,706.27,33.45,0.8947
CUST-0248,Customer 0248,-1944.79,2121.6,435.76,1.0508,3207.63,66.68,0.8806,1927.04,379.54,0.8292,546.71,212.64,0.9963
CUST-0249,Customer 0249,-1613.99,1933.5,1717.65,0.9553,3517.69,688.66,0.8412,1232.51,969.68,0.9565,936.12,35.12,0.9001
CUST-0250,Customer 0250,-442.86,2186.82,2033.01,0.9382,1890.29,1512.61,1.1287,757.27,455.08,0.8209,1242.92,1156.72,1.0115
CUST-0251,Customer 0251,-218.45,3294.46,328.89,1.0136,3885.44,1322.05,0.9917,1666.48,891.25,0.9579,362.52,286.47,0.985
CUST-0252,Customer 0252,2594.2,4350.7,467.28,1.1087,2212.05,331.44,0.8249,409.44,210.43,0.8554,514.31,505.14,1.1122
CUST-0253,Customer 0253,1107.97,2324.09,268.03,0.9515,1083.68,202.38,0.9032,858.78,732.89,1.0922,1057.39,962.39,0.896
CUST-0254,Customer 0254,-70.65,1314.41,814.37,1.035,1955.9,1038.11,1.1216,714.03,436.18,1.1333,1166.91,368.53,0.88
CUST-0255,Customer 0255,774.41,1259.65,153.64,1.1865,149.24,126.28,1.1007,1825.4,981.53,1.0751,1238.1,856.25,0.9897
CUST-0256,Customer 0256,-4240.23,3755.47,3201.1,1.0088,3216.0,227.21,1.1503,1839.55,89.88,0.8802,314.0,96.26,0.8202
CUST-0257,Customer 0257,49.36,4101.19,3093.41,1.1639,405.74,12.37,1.0408,1301.77,583.59,1.1067,808.9,718.47,0.8917
CUST-0258,Customer 0258,232.81,615.86,504.89,1.1175,1234.99,574.48,0.9692,221.48,201.11,0.8998,1350.02,554.52,0.9415
CUST-0259,Customer 0259,128.42,426.14,224.18,0.8235,2261.27,2162.2,0.9707,964.39,686.39,1.1038,587.93,221.0,0.9951
CUST-0260,Customer 0260,-526.98,3012.72,3002.71,0.9716,171.9,47.96,0.8776,490.66,25.0,1.027,644.82,589.41,0.9078
CUST-0261,Customer 0261,880.99,816.25,36.06,1.0793,317.27,304.32,1.0603,1769.83,1564.52,0.9467,1477.23,1236.06,1.0243
CUST-0262,Customer 0262,2605.18,4140.85,1661.58,1.1947,2784.47,2471.72,1.034,276.81,228.83,0.8334,169.58,163.88,1.1514
CUST-0263,Customer 0263,1849.71,1620.64,524.98,0.9834,287.11,81.29,0.8619,108.62,59.38,1.131,1058.4,70.37,1.0175
CUST-0264,Customer 0264,-1105.53,804.97,763.63,0.8371,1908.33,1559.01,1.1543,1408.86,31.57,1.1759,1275.28,310.33,0.9147
CUST-0265,Customer 0265,1304.45,4612.76,2660.92,1.0248,1354.78,929.2,0.9474,906.57,509.88,1.0664,226.19,68.05,0.8248
CUST-0266,Customer 0266,-1489.13,911.11,734.53,0.8506,912.32,466.95,0.8199,1676.73,91.53,1.1858,1071.68,454.77,0.8547
CUST-0267,Customer 0267,1220.74,1495.13,254.68,1.1006,755.12,319.35,0.9312,149.26,47.82,1.1736,704.61,333.37,1.0245
CUST-0268,Customer 0268,-177.25,852.71,834.49,1.0031,3053.65,2490.26,1.1479,1602.15,1007.61,0.8778,1279.34,372.89,1.0735
CUST-0269,Customer 0269,-321.37,665.9,332.04,1.0894,3806.17,3018.6,1.1668,74.67,68.17,1.0925,1361.18,1075.95,0.8199
CUST-0270,Customer 0270,837.36,203.63,100.53,1.1477,560.72,424.43,0.9962,56.14,20.09,0.9397,1308.73,292.17,0.8742
CUST-0271,Customer 0271,-97.86,371.44,360.63,1.0516,3838.72,3832.03,1.1825,922.63,793.48,0.995,96.58,67.27,0.9276
CUST-0272,Customer 0272,-683.39,955.74,363.88,1.045,2379.05,1138.41,1.1501,442.58,406.45,0.8628,1135.28,967.0,0.9279
CUST-0273,Customer 0273,-1054.95,361.57,143.73,1.1018,2566.64,2071.08,1.1301,1187.44,24.99,1.1899,1382.29,834.49,1.1834
CUST-0274,Customer 0274,1455.87,2996.6,1752.27,1.137,2839.71,2449.19,1.1439,51.63,12.36,1.0905,932.02,330.08,0.8815
CUST-0275,Customer 0275,1907.27,3435.5,439.92,1.1476,2816.48,595.97,0.9528,70.78,50.24,0.9068,901.31,169.35,0.825
CUST-0276,Customer 0276,-2622.02,2028.79,651.42,0.8146,3279.24,137.95,1.1026,1454.3,1100.68,0.9486,67.51,9.07,0.9412
CUST-0277,Customer 0277,214.17,1658.16,320.37,1.0225,1933.87,782.73,1.0309,420.33,164.94,0.969,1284.05,955.56,0.8538
CUST-0278,Customer 0278,1248.42,2572.18,265.66,0.8865,2133.43,1827.79,1.0879,1312.83,862.21,1.099,69.61,32.66,0.8506
CUST-0279,Customer 0279,-379.09,4387.52,3800.23,1.1441,1295.31,374.48,0.8711,1499.84,918.14,1.1703,470.26,21.78,0.963
CUST-0280,Customer 0280,1711.99,4270.54,2516.76,1.0594,421.03,294.73,1.0926,118.66,87.78,0.9286,1388.79,1366.35,0.9226
CUST-0281,Customer 0281,-2282.97,313.03,112.28,0.9681,2658.56,19.54,1.183,1539.51,1106.38,0.989,1424.62,956.35,0.8367
CUST-0282,Customer 0282,164.65,989.34,404.31,0.8752,134.44,47.78,0.9211,536.84,46.1,1.0373,1487.85,1256.02,1.0417
CUST-0283,Customer 0283,-62.23,1260.05,543.74,0.9356,1102.54,678.63,1.1945,779.09,123.29,0.9573,714.6,313.13,1.0007
CUST-0284,Customer 0284,71.75,1322.0,837.02,1.0815,376.92,48.91,0.9514,173.28,23.0,1.0017,266.14,254.28,0.8308
CUST-0285,Customer 0285,693.28,2899.04,2686.74,0.8817,762.91,684.03,0.8799,1677.26,1564.01,0.8423,731.92,146.04,1.1451
CUST-0286,Customer 0286,-1670.65,2139.69,1995.86,0.8374,2554.92,399.27,0.8449,1121.46,1024.5,0.8671,153.47,28.41,0.9139
CUST-0287,Customer 0287,-39.03,341.35,133.64,1.1552,2513.91,2287.14,1.114,1009.33,804.85,0.9604,1308.8,1165.27,1.1846
CUST-0288,Customer 0288,-1805.06,1930.71,635.71,1.1057,1684.22,364.45,1.0219,1937.11,226.1,1.166,840.81,749.76,1.1726
CUST-0289,Customer 0289,1314.33,2666.39,1202.67,0.8799,360.69,358.63,0.9229,669.01,384.19,0.9397,606.76,302.79,0.9736
CUST-0290,Customer 0290,-1688.02,598.19,339.73,0.9169,1733.5,1048.33,1.0434,1781.56,333.56,0.8999,119.3,15.01,0.8914
CUST-0291,Customer 0291,953.17,4183.95,1932.22,1.1888,1410.98,119.01,0.9328,1439.38,530.24,1.0971,607.86,185.53,1.1339
CUST-0292,Customer 0292,-3810.81,354.61,233.6,1.0833,2881.84,188.12,0.9793,1857.06,496.0,1.1797,1299.29,979.86,0.9445
CUST-0293,Customer 0293,-463.21,4631.73,2567.83,1.0442,2316.11,173.53,1.1451,1815.6,1505.01,0.9836,1055.11,892.61,0.8654
CUST-0294,Customer 0294,-1773.45,585.65,187.83,0.9231,1966.26,1159.88,1.0673,1982.06,286.31,0.8034,123.68,43.0,1.0206
CUST-0295,Customer 0295,2261.59,4233.52,1463.66,0.9197,1947.93,1577.0,1.105,263.35,170.17,1.0753,239.86,14.69,0.9958
CUST-0296,Customer 0296,107.65,4523.0,1712.38,0.8158,3865.19,1557.53,1.0334,1592.03,1566.39,0.966,588.46,391.75,1.14
CUST-0297,Customer 0297,2336.7,4899.9,463.73,1.0914,3025.18,1345.71,1.1966,1608.99,1105.46,1.0695,152.06,112.45,1.0917
CUST-0298,Customer 0298,1843.7,4029.93,669.22,0.8173,1987.92,1171.46,0.8966,1288.75,102.11,0.9111,1401.06,594.07,1.1505
CUST-0299,Customer 0299,465.32,3919.44,2834.2,0.8019,1916.89,1021.78,0.9049,557.72,506.33,0.801,978.44,570.53,1.0939
CUST-0300,Customer 0300,1494.62,3248.17,1263.85,1.0918,105.92,72.88,0.837,1930.3,1241.34,0.9378,142.23,140.43,1.0569
CUST-0301,Customer 0301,2246.66,3917.08,840.37,1.1795,3770.04,1778.65,1.0216,408.84,186.56,1.0819,1182.09,289.61,1.0001
CUST-0302,Customer 0302,-59.19,759.31,427.24,1.1026,1276.7,911.39,1.0453,999.15,659.13,0.9572,552.61,316.63,1.195
CUST-0303,Customer 0303,713.22,2726.73,2060.15,0.9887,1023.76,1021.01,1.0904,1042.97,916.82,0.8877,367.31,224.41,1.1837
CUST-0304,Customer 0304,-219.47,2619.69,674.37,0.9944,3997.64,1400.36,0.9342,323.66,154.43,0.9856,854.98,469.48,1.1395
CUST-0305,Customer 0305,-2302.15,4302.1,3556.93,0.9745,2874.76,35.12,0.8049,1445.06,767.79,1.1009,20.06,17.43,1.1101
CUST-0306,Customer 0306,186.97,2367.72,2196.07,0.9299,189.46,23.8,1.0529,177.73,80.41,0.8478,698.1,422.36,1.031
CUST-0307,Customer 0307,-146.82,1986.94,1186.99,1.0087,247.54,137.02,1.1995,1386.2,100.63,1.0767,1265.71,642.84,0.9039
CUST-0308,Customer 0308,1998.39,3233.86,2163.28,0.9725,102.01,35.12,0.9178,1697.23,1335.84,1.0669,1392.09,171.25,1.1502
CUST-0309,Customer 0309,802.12,1405.67,73.9,1.0393,2398.48,2254.53,0.8736,698.79,88.34,0.9483,513.83,361.33,0.8043
CUST-0310,Customer 0310,-323.18,784.87,742.11,1.1592,286.26,179.61,0.9127,1418.84,559.83,1.1881,963.65,127.31,0.891
CUST-0311,Customer 0311,135.42,2441.6,958.29,1.198,3733.55,1942.77,0.9702,313.55,121.29,1.1579,340.24,9.04,0.9615
CUST-0312,Customer 0312,-1229.84,2142.76,1979.7,0.8315,3747.63,2990.76,0.9004,1691.9,473.8,0.9265,840.32,410.52,1.0345
CUST-0313,Customer 0313,-1779.79,1239.59,717.69,0.9539,2184.22,564.82,0.9388,1904.06,766.4,0.8124,381.04,218.12,1.0244
CUST-0314,Customer 0314,1074.19,1900.81,8.78,0.8723,2466.56,2021.93,1.0553,305.39,188.73,0.9233,857.03,856.22,0.8703
CUST-0315,Customer 0315,-155.38,1895.32,73.05,0.9408,1167.58,3.57,0.938,1383.72,430.87,0.8819,257.58,183.48,0.8419
CUST-0316,Customer 0316,-257.72,1704.73,1159.93,0.915,255.89,158.57,0.9584,1011.66,174.52,1.0189,1411.85,1198.08,0.8889
CUST-0317,Customer 0317,1243.11,1959.37,1102.47,0.8698,2949.84,2757.38,0.816,1063.0,924.14,1.1675,1330.38,460.83,0.9395
CUST-0318,Customer 0318,3775.84,3460.14,91.81,1.1056,407.14,320.77,1.1672,1412.98,1371.77,1.1481,505.38,257.2,0.8056
CUST-0319,Customer 0319,-105.8,1554.69,1155.85,0.9985,342.23,292.14,0.9628,977.48,448.26,0.9223,1164.99,1135.01,1.077
CUST-0320,Customer 0320,-589.03,4749.4,4047.18,1.1677,1244.89,494.16,0.9313,1200.65,392.64,0.9714,143.26,59.8,0.8991
CUST-0321,Customer 0321,1714.92,4590.11,2278.61,0.813,49.86,41.1,0.8346,461.8,21.93,0.8146,1110.54,896.53,0.9406
CUST-0322,Customer 0322,-291.09,2456.46,1144.11,0.8268,1736.14,956.32,1.0537,757.01,27.9,1.0177,423.69,222.86,0.934
CUST-0323,Customer 0323,-313.85,1708.97,9.35,0.9613,2830.72,1750.91,1.1455,1730.48,679.87,0.8253,203.46,45.57,1.0047
CUST-0324,Customer 0324,-1509.24,2723.63,2142.54,0.8321,3205.4,188.85,0.8165,219.81,204.48,1.1754,1017.29,590.45,1.1439
CUST-0325,Customer 0325,1027.88,4257.95,1408.17,0.9051,2417.23,487.2,0.8581,1195.15,873.31,1.1468,704.71,153.67,0.8598
CUST-0326,Customer 0326,-298.63,3297.68,2897.88,1.1944,3387.5,1866.39,0.8586,368.57,128.73,0.8857,795.21,2.41,0.9363
CUST-0327,Customer 0327,1229.87,4041.52,1507.73,0.8836,1626.01,95.61,1.0409,1693.08,1638.98,1.0797,780.79,184.19,1.0768
CUST-0328,Customer 0328,-610.04,2710.34,1531.55,0.8792,3395.09,2517.28,1.1685,1158.09,496.54,1.0272,89.17,17.22,0.8177
CUST-0329,Customer 0329,1490.45,3201.3,865.45,1.0295,2025.89,1701.86,0.9751,806.1,223.12,1.1205,77.07,28.59,1.132
CUST-0330,Customer 0330,1036.71,1511.96,242.8,0.9992,892.14,821.09,0.9375,499.65,213.03,0.9903,901.75,801.29,1.1847
CUST-0331,Customer 0331,-2899.34,3700.98,2867.92,1.0322,3776.58,384.34,1.1063,873.69,184.82,0.8767,935.8,362.95,1.0431
CUST-0332,Customer 0332,231.46,1091.78,542.17,0.9507,1099.88,1033.58,1.097,1915.22,1696.19,1.0559,70.76,59.81,1.1826
CUST-0333,Customer 0333,1450.99,3504.51,1880.13,1.1307,104.81,7.09,0.8987,1018.42,367.83,0.8321,567.66,315.4,0.9652
CUST-0334,Customer 0334,235.72,4317.52,4168.2,0.8554,970.7,460.17,0.8643,938.98,617.82,1.0338,919.28,7.0,0.966
CUST-0335,Customer 0335,-367.54,747.3,720.08,0.9714,1466.75,1232.44,0.9431,1492.55,580.67,0.8851,985.02,185.91,0.8425
CUST-0336,Customer 0336,-977.96,3110.46,2661.44,1.0759,1405.4,98.82,1.1102,758.09,683.59,1.074,1242.41,1157.03,0.8142
CUST-0337,Customer 0337,-1762.38,565.97,106.18,1.1473,2098.67,38.26,1.078,854.85,549.14,1.1312,631.1,381.29,0.8978
CUST-0338,Customer 0338,-2500.4,3656.01,2172.67,0.9478,3532.51,88.13,1.0663,673.9,329.03,0.8438,822.39,764.45,0.9913
CUST-0339,Customer 0339,-233.43,514.02,451.39,1.0271,1169.35,597.85,1.1318,301.84,39.89,0.9601,867.84,269.13,1.0031
CUST-0340,Customer 0340,2033.34,4686.11,1754.78,0.8277,2083.08,1690.62,0.9109,1427.62,1287.59,1.0934,468.07,335.4,0.887
CUST-0341,Customer 0341,-1173.28,773.3,78.19,0.8681,1360.56,173.37,0.9359,1746.06,954.78,0.8655,80.74,62.33,1.0451
CUST-0342,Customer 0342,-2929.02,4798.51,3891.41,0.8277,3287.09,409.61,0.8169,1811.19,516.29,1.0266,6.34,6.19,0.8725
CUST-0343,Customer 0343,3109.45,4024.33,1938.78,1.0912,630.41,358.42,1.1475,1761.61,1546.56,1.0687,1254.19,22.8,0.9305
CUST-0344,Customer 0344,79.98,3009.04,1698.28,0.9152,414.04,97.01,1.033,903.57,49.19,0.9419,300.35,286.0,0.8783
CUST-0345,Customer 0345,-243.39,3934.86,3864.6,1.0895,2011.98,1469.18,0.9192,568.13,178.44,1.1328,945.38,370.2,1.0787
CUST-0346,Customer 0346,733.06,3996.06,2426.45,0.8266,2687.55,2552.19,0.8278,1275.85,684.91,1.0043,865.57,725.34,1.0066
CUST-0347,Customer 0347,1280.88,4735.53,2012.5,1.145,3182.1,2437.59,1.0894,1909.41,648.84,1.0508,599.45,326.53,1.0944
CUST-0348,Customer 0348,436.5,1341.58,496.36,1.1342,2358.5,2068.82,1.0995,1454.1,693.22,0.8563,1250.24,705.95,0.8229
CUST-0349,Customer 0349,-68.45,2991.37,1249.25,0.8356,3095.4,1608.33,1.0665,989.7,261.59,0.8093,1047.6,376.48,0.9701
CUST-0350,Customer 0350,-804.55,565.74,66.98,0.8095,1570.84,1307.44,0.8815,1377.62,179.21,0.8203,34.11,28.26,1.1868
CUST-0351,Customer 0351,-622.91,3119.21,2478.99,0.8225,131.47,24.05,1.1653,1545.08,56.94,1.1616,1165.04,307.59,0.8214
CUST-0352,Customer 0352,-1714.72,939.33,786.89,1.1415,464.4,31.74,1.1013,1838.54,289.84,1.1531,760.5,374.35,0.9674
CUST-0353,Customer 0353,1884.32,2868.26,815.72,0.8939,154.89,101.6,1.0631,1526.43,1454.61,1.123,520.53,291.59,0.8162
CUST-0354,Customer 0354,656.12,2904.91,882.5,1.0193,1315.77,68.36,1.0604,866.38,498.52,0.8798,1090.33,809.59,0.8587
CUST-0355,Customer 0355,296.19,2383.33,2083.83,0.9705,1981.97,1768.87,1.1617,547.21,267.56,1.0102,1029.1,485.36,0.985
CUST-0356,Customer 0356,1829.31,2660.9,63.78,1.1182,1425.27,985.65,1.1713,999.76,384.23,1.1184,465.88,316.93,0.863
CUST-0357,Customer 0357,2283.48,3843.22,2000.23,0.9956,2242.4,2135.21,1.0383,656.36,464.98,1.0699,1474.56,715.6,1.0075
CUST-0358,Customer 0358,-102.99,4016.3,1862.26,1.0003,1922.44,603.43,0.9667,1885.53,266.35,0.8462,973.06,641.56,1.1691
CUST-0359,Customer 0359,-978.1,2511.55,1733.29,1.1956,2711.77,1318.35,0.9455,1015.93,280.53,1.1582,908.67,612.57,0.8802
CUST-0360,Customer 0360,1153.87,3038.01,496.39,0.8601,2667.85,1978.72,1.1276,944.11,619.24,0.8643,104.82,74.36,0.8429
CUST-0361,Customer 0361,515.78,4663.06,3116.47,1.1323,1272.26,308.88,1.0578,696.39,333.62,0.8687,418.98,344.95,1.1301
CUST-0362,Customer 0362,-214.07,686.69,258.7,0.8207,1384.86,750.38,0.8309,1278.81,984.8,1.1604,670.46,362.53,0.9841
CUST-0363,Customer 0363,345.14,673.81,416.9,0.9911,2340.59,1543.54,0.8569,1040.1,933.08,0.9938,945.94,182.83,1.153
CUST-0364,Customer 0364,712.45,529.77,21.24,1.1545,2385.73,2335.17,1.1601,258.1,212.51,0.9492,769.15,522.75,0.9224
CUST-0365,Customer 0365,1197.89,3323.53,1534.56,1.0661,1258.8,937.43,1.1538,1738.42,320.23,1.0215,1144.55,88.27,1.051
CUST-0366,Customer 0366,-690.17,2151.18,1123.46,1.0741,1321.27,156.08,1.1807,718.03,65.68,1.1926,393.85,86.24,1.1693
CUST-0367,Customer 0367,936.23,3894.17,834.62,0.9053,2776.18,1319.61,0.9711,865.16,146.59,0.8479,1053.24,834.33,0.8687
CUST-0368,Customer 0368,2311.9,3389.03,473.19,0.9674,2589.64,1524.7,1.1136,411.33,322.29,1.1028,1224.9,532.92,1.1203
CUST-0369,Customer 0369,1328.44,1734.83,326.97,0.9466,540.2,79.21,1.1313,1106.8,1011.43,0.9337,1147.57,571.54,1.0526
CUST-0370,Customer 0370,1977.57,4502.0,1549.32,1.0086,1764.17,762.06,0.9263,1404.11,1299.43,0.8468,1156.27,1141.7,1.1252
CUST-0371,Customer 0371,905.68,3836.41,371.4,0.9849,3570.82,1014.13,0.8581,1762.33,525.55,0.9688,1332.76,313.43,0.8683
CUST-0372,Customer 0372,20.23,1425.62,1350.52,0.9308,145.22,17.26,1.1988,103.22,86.74,1.0195,126.27,2.47,0.9736
CUST-0373,Customer 0373,-326.74,1884.54,763.23,0.9222,3420.66,1751.52,0.8121,1946.66,1043.87,0.8824,1045.79,116.47,0.8515
